year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,headcount,perm_excl,perm_excl_rate,fixed_excl,fixed_excl_rate,one_plus_fixed,one_plus_fixed_rate
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,73765,300,0.41,11325,15.35,6030,8.17
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,74455,105,0.14,5155,6.93,2890,3.88
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,43305,190,0.44,7625,17.6,3900,9.01
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,21135,140,0.66,5210,24.65,2595,12.27
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,22170,50,0.23,2415,10.88,1310,5.9
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,17995,40,0.21,1920,10.66,1095,6.08
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,8770,25,0.31,1275,14.55,735,8.37
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,9225,10,0.12,645,6.97,360,3.9
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,34220,55,0.17,2185,6.38,1285,3.76
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,17230,40,0.23,1540,8.94,915,5.32
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,16990,15,0.1,645,3.79,370,2.17
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,52695,120,0.23,4755,9.02,2640,5.01
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,26630,90,0.35,3295,12.38,1785,6.7
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,26070,25,0.1,1455,5.59,855,3.28
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,Total,328425,300,0.09,12585,3.83,8875,2.7
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,166085,275,0.17,10220,6.15,7070,4.26
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,162340,20,0.01,2360,1.45,1805,1.11
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,Total,90720,30,0.03,1615,1.78,1215,1.34
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Male,46390,30,0.06,1285,2.77,955,2.05
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Female,44330,x,x,325,0.74,260,0.59
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,Total,129585,190,0.15,7260,5.6,5010,3.87
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,65365,175,0.27,5910,9.04,4010,6.13
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,64215,15,0.02,1350,2.1,1000,1.56
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,54550,45,0.08,2240,4.11,1600,2.93
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,26760,45,0.16,1800,6.72,1250,4.67
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,27790,x,x,445,1.59,350,1.26
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,53570,35,0.07,1470,2.74,1050,1.96
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,27570,30,0.11,1225,4.45,855,3.11
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,26005,5,0.02,240,0.93,190,0.73
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Black_Total,Total,173645,455,0.26,18355,10.57,11990,6.91
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Black_Total,Male,85520,355,0.42,12990,15.19,8275,9.68
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Black_Total,Female,88125,95,0.11,5365,6.09,3715,4.22
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,Total,42765,195,0.45,6590,15.42,4085,9.55
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Male,21085,150,0.72,4495,21.31,2715,12.89
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Female,21680,40,0.19,2100,9.68,1365,6.3
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_African,Total,109750,205,0.19,9320,8.49,6385,5.82
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_African,Male,53920,165,0.3,6820,12.64,4505,8.36
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_African,Female,55830,45,0.08,2505,4.48,1875,3.36
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,Total,21130,55,0.25,2445,11.56,1525,7.22
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Male,10515,40,0.39,1680,15.97,1050,10
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Female,10615,10,0.11,765,7.2,475,4.46
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Chinese,Total,12765,x,x,120,0.93,95,0.75
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Chinese,Male,6340,x,x,95,1.53,80,1.23
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Chinese,Female,6425,x,x,20,0.34,20,0.28
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_Other_Ethnic_Group,Total,51400,75,0.15,3120,6.07,2000,3.89
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Male,26365,65,0.24,2370,8.99,1500,5.69
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Female,25040,15,0.06,750,2.99,495,1.98
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minority_ethnic_pupil,Total,885965,1505,0.17,65535,7.4,39490,4.46
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Male,444485,1200,0.27,47635,10.72,28335,6.37
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Female,441480,305,0.07,17895,4.05,11155,2.53
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Unclassified,Total,40410,100,0.25,4000,9.9,2130,5.28
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Unclassified,Male,20790,75,0.37,2840,13.66,1495,7.19
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Unclassified,Female,19620,25,0.12,1165,5.93,635,3.25
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_Nursery,Total,3750,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Nursery,Male,1895,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Nursery,Female,1855,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_Reception,Total,8020,0,0,40,0.51,25,0.31
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Reception,Male,4170,0,0,35,0.84,20,0.53
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Reception,Female,3855,0,0,5,0.16,5,0.08
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_1,Total,7050,x,x,105,1.49,40,0.54
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_1,Male,3525,x,x,100,2.81,35,0.94
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_1,Female,3520,0,0,5,0.17,5,0.14
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_2,Total,5995,x,x,65,1.12,40,0.65
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_2,Male,2970,x,x,65,2.19,35,1.25
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_2,Female,3025,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_3,Total,5835,5,0.05,115,1.95,50,0.86
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_3,Male,2900,5,0.1,95,3.2,40,1.41
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_3,Female,2930,0,0,20,0.72,10,0.31
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_4,Total,5105,x,x,170,3.31,85,1.69
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_4,Male,2570,0,0,145,5.56,70,2.76
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_4,Female,2530,x,x,25,1.03,15,0.59
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_5,Total,17430,5,0.03,435,2.5,185,1.06
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_5,Male,8775,5,0.06,395,4.48,165,1.89
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_5,Female,8655,0,0,45,0.5,20,0.22
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_6,Total,19435,10,0.04,515,2.65,265,1.37
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_6,Male,9970,5,0.07,425,4.28,225,2.27
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_6,Female,9465,x,x,90,0.93,40,0.42
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_7,Total,560765,605,0.11,37480,6.68,17260,3.08
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_7,Male,284880,530,0.19,30635,10.75,13745,4.83
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_7,Female,275885,75,0.03,6845,2.48,3510,1.27
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_8,Total,544660,985,0.18,53410,9.81,25485,4.68
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_8,Male,276530,755,0.27,38275,13.84,18270,6.61
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_8,Female,268130,230,0.09,15135,5.64,7215,2.69
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_9,Total,525155,1390,0.26,62755,11.95,30395,5.79
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_9,Male,266430,1010,0.38,41310,15.51,20055,7.53
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_9,Female,258725,380,0.15,21440,8.29,10345,4
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_10,Total,529150,1670,0.32,67880,12.83,34160,6.46
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_10,Male,267760,1175,0.44,44235,16.52,22245,8.31
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_10,Female,261395,495,0.19,23650,9.05,11915,4.56
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_11,Total,530025,640,0.12,44025,8.31,25330,4.78
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_11,Male,267960,505,0.19,30130,11.24,17350,6.48
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_11,Female,262060,135,0.05,13895,5.3,7980,3.05
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_12_and_above,Total,430955,40,0.01,2065,0.48,1890,0.44
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_12_and_above,Male,204355,35,0.02,1600,0.78,1455,0.71
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_12_and_above,Female,226600,5,0,465,0.2,435,0.19
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_Not_followed,Total,95,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Not_followed,Male,65,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Not_followed,Female,30,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year,NC_Year_Unclassified,Total,0,100,.,1075,.,710,.
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Unclassified,Male,0,75,.,735,.,475,.
201516,NATIONAL,E92000001,England,State-funded secondary,NC_year_gender,NC_Year_Unclassified,Female,0,25,.,340,.,235,.
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_Eligible,FSM_Eligible,Total,420515,2235,0.53,97060,23.08,42440,10.09
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_Eligible,FSM_NotEligible,Total,2772900,3210,0.12,173060,6.24,93470,3.37
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_Eligible,FSM_Unclassified,Total,0,0,.,15,.,15,.
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,790000,3540,0.45,165670,20.97,75380,9.54
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_eligible_in_last_6_years,FSM_not_eligible_in_last_6_years,Total,1968700,1530,0.08,99190,5.04,56945,2.89
201516,NATIONAL,E92000001,England,State-funded secondary,FSM_eligible_in_last_6_years,FSM_unclassified_in_last_6_years,Total,434720,375,0.09,5275,1.21,3600,0.83
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_provision,SEN_Provision_No_SEN,Total,2786985,3215,0.12,167445,6.01,91395,3.28
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_provision,SEN_provision_SEN_with_statement_EHC,Total,55740,150,0.27,13865,24.88,5920,10.62
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_provision,SEN_provision_SEN_without_statement,Total,350695,2085,0.59,88825,25.33,38610,11.01
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Autistic_spectrum_disorder,Total,33595,60,0.18,5015,14.92,2455,7.31
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Hearing_impairment,Total,9005,10,0.1,825,9.16,400,4.42
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Moderate_learning_difficulty,Total,102440,350,0.34,21675,21.16,9315,9.09
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Multisensory_impairment,Total,580,0,0,35,5.88,25,4.33
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_No_specialist_assessment,Total,10445,75,0.73,2010,19.26,920,8.8
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Other_difficulty_disability,Total,27005,100,0.37,4720,17.48,2185,8.1
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Physical_disability,Total,11615,5,0.03,605,5.19,325,2.79
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Profound_and_multiple_learning_difficulty,Total,395,0,0,30,7.58,15,4.04
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Social_emotional_and_mental_health,Total,75255,1190,1.58,44670,59.36,17660,23.46
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Speech_language_and_communications_needs,Total,41760,90,0.21,5880,14.08,2780,6.65
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Severe_learning_difficulty,Total,2135,5,0.19,360,16.89,145,6.79
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Specific_learning_difficulty,Total,86990,200,0.23,11700,13.45,5750,6.61
201516,NATIONAL,E92000001,England,State-funded secondary,SEN_primary_need,SEN_primary_need_Visual_impairment,Total,5205,5,0.13,465,8.97,220,4.21
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_0_to_10pc_most_deprived,Total,249035,615,0.25,33890,13.61,15390,6.18
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_10_to_20pc,Total,273585,665,0.24,30975,11.32,15225,5.57
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_20_to_30pc,Total,313655,725,0.23,31455,10.03,15490,4.94
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_30_to_40pc,Total,330470,620,0.19,29450,8.91,15065,4.56
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_40_to_50pc,Total,335785,575,0.17,31200,9.29,14735,4.39
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_50_to_60pc,Total,337725,540,0.16,27800,8.23,14120,4.18
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_60_to_70pc,Total,307080,425,0.14,22440,7.31,11875,3.87
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_70_to_80pc,Total,335255,455,0.14,22365,6.67,11890,3.55
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_80_to_90pc,Total,374975,485,0.13,22220,5.93,11875,3.17
201516,NATIONAL,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_90_to_100pc_least_deprived,Total,335850,345,0.1,18345,5.46,10260,3.05
201516,NATIONAL,E92000001,England,Special,Total,Total,Total,107635,90,0.08,13485,12.53,5440,5.05
201516,NATIONAL,E92000001,England,Special,Gender,Gender_male,Total,77400,80,0.1,12095,15.63,4855,6.28
201516,NATIONAL,E92000001,England,Special,Gender,Gender_female,Total,30235,10,0.03,1390,4.6,580,1.92
201516,NATIONAL,E92000001,England,Special,Age,Age_4_and_under,Total,5925,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_4_and_under,Male,4125,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_4_and_under,Female,1800,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age,Age_5,Total,4750,0,0,15,0.36,10,0.21
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_5,Male,3440,0,0,15,0.44,10,0.23
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_5,Female,1305,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age,Age_6,Total,5305,0,0,65,1.19,30,0.58
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_6,Male,3900,0,0,60,1.59,30,0.77
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_6,Female,1405,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age,Age_7,Total,5965,x,x,130,2.15,55,0.91
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_7,Male,4405,x,x,115,2.61,50,1.11
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_7,Female,1560,x,x,15,0.83,5,0.32
201516,NATIONAL,E92000001,England,Special,Age,Age_8,Total,6180,5,0.05,375,6.07,160,2.6
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_8,Male,4570,5,0.07,360,7.84,150,3.33
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_8,Female,1615,0,0,15,1.05,10,0.56
201516,NATIONAL,E92000001,England,Special,Age,Age_9,Total,6575,10,0.14,615,9.34,235,3.59
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_9,Male,4885,10,0.18,575,11.81,220,4.46
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_9,Female,1690,0,0,35,2.19,20,1.07
201516,NATIONAL,E92000001,England,Special,Age,Age_10,Total,7115,5,0.07,915,12.85,340,4.77
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_10,Male,5270,5,0.09,865,16.37,315,5.94
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_10,Female,1840,0,0,50,2.77,25,1.41
201516,NATIONAL,E92000001,England,Special,Age,Age_11,Total,9755,10,0.08,1465,15.03,595,6.12
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_11,Male,7020,5,0.1,1305,18.58,535,7.61
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_11,Female,2735,x,x,160,5.93,65,2.3
201516,NATIONAL,E92000001,England,Special,Age,Age_12,Total,9960,10,0.09,2245,22.54,870,8.76
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_12,Male,7280,10,0.12,2075,28.52,800,10.96
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_12,Female,2680,0,0,170,6.31,75,2.76
201516,NATIONAL,E92000001,England,Special,Age,Age_13,Total,10090,20,0.19,2755,27.32,1005,9.94
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_13,Male,7400,15,0.2,2430,32.84,895,12.07
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_13,Female,2690,5,0.15,325,12.16,110,4.09
201516,NATIONAL,E92000001,England,Special,Age,Age_14,Total,10430,20,0.21,2850,27.34,1120,10.75
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_14,Male,7570,20,0.28,2500,33.03,990,13.05
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_14,Female,2860,x,x,350,12.28,135,4.65
201516,NATIONAL,E92000001,England,Special,Age,Age_15,Total,10595,10,0.08,1800,17.01,835,7.86
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_15,Male,7650,5,0.09,1590,20.8,730,9.54
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_15,Female,2945,x,x,210,7.16,105,3.5
201516,NATIONAL,E92000001,England,Special,Age,Age_16,Total,5905,x,x,130,2.22,95,1.58
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_16,Male,3905,x,x,105,2.69,75,1.87
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_16,Female,2000,x,x,25,1.3,20,1
201516,NATIONAL,E92000001,England,Special,Age,Age_17,Total,5105,x,x,70,1.37,55,1.04
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_17,Male,3360,x,x,55,1.67,40,1.25
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_17,Female,1745,0,0,15,0.8,10,0.63
201516,NATIONAL,E92000001,England,Special,Age,Age_18,Total,3895,x,x,50,1.28,35,0.85
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_18,Male,2565,x,x,40,1.64,30,1.09
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_18,Female,1330,0,0,10,0.6,5,0.38
201516,NATIONAL,E92000001,England,Special,Age,Age_19_and_over,Total,95,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_19_and_over,Male,55,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Age_gender,Age_19_and_over,Female,40,0,0,0,0,0,0
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_White_Total,Total,76950,65,0.09,11140,14.47,4470,5.81
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_White_Total,Male,55650,60,0.11,9990,17.95,3985,7.16
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_White_Total,Female,21300,5,0.03,1150,5.39,485,2.28
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_White_British,Total,72895,65,0.09,10855,14.89,4335,5.95
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_British,Male,52865,55,0.11,9735,18.42,3865,7.32
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_British,Female,20030,5,0.03,1120,5.6,470,2.34
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Irish,Total,275,0,0,50,17.88,20,7.3
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Irish,Male,195,0,0,45,22.45,15,8.67
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Irish,Female,80,0,0,5,6.41,5,3.85
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,110,x,x,45,38.39,15,15.18
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,75,x,x,35,48.68,15,18.42
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,35,0,0,5,16.67,5,8.33
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,325,0,0,70,22.02,30,9.79
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,240,0,0,70,29.41,30,12.61
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,90,0,0,x,x,x,x
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,3340,x,x,115,3.5,65,1.95
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,2280,x,x,105,4.57,55,2.5
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,1065,0,0,15,1.22,10,0.75
201516,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_Mixed_Total,Total,5325,10,0.17,1070,20.14,410,7.7
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,3950,10,0.23,940,23.82,370,9.31
201516,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,1370,0,0,130,9.55,40,3.06
